author,quote,no_stopwords,lemmatized,stemmed
Granth Sahib,"O Destroyer of pain, Priceless Treasure, Fearless, free of hate, Unfathomable, Immeasurable, of Undying Form, Unborn, Self-illumined, remembering You in meditation, my mind is filled with a deep and profound peace.",Destroyer pain Priceless Treasure Fearless free hate Unfathomable Immeasurable Undying Form Unborn Self illumined remembering meditation mind filled deep profound peace,Destroyer pain Priceless Treasure Fearless free hate Unfathomable Immeasurable Undying Form Unborn Self illumine remember meditation mind fill deep profound peace,destroy pain priceless treasur fearless free hate unfathom immeasur undi form unborn self illumin rememb medit mind fill deep profound peac
Granth Sahib,He does not need to eat; His Hair is Wondrous and Beautiful; He is free of hate. Millions of people worship His Feet.,need eat Hair Wondrous Beautiful free hate Millions people worship Feet,need eat Hair Wondrous Beautiful free hate Millions people worship Feet,need eat hair wondrous beauti free hate million peopl worship feet
Granth Sahib,One who remains dead while yet alive obtains the greatest happiness hereafter.,One remains dead yet alive obtains greatest happiness hereafter,One remain dead yet alive obtain great happiness hereafter,one remain dead yet aliv obtain great happi hereaft
Granth Sahib,"O Nanak, without the Name, everything is painful, and happiness is forgotten.",Nanak without Name everything painful happiness forgotten,Nanak without Name everything painful happiness forget,nanak without name everyth pain happi forget
Granth Sahib,"There is no happiness in owning one's own home, in all of Maya, or in lofty mansions casting beautiful shadows. In fraud and greed, this human life is being wasted.",happiness owning one home Maya lofty mansions casting beautiful shadows fraud greed human life wasted,happiness own one home Maya lofty mansion cast beautiful shadow fraud greed human life waste,happi own one home maya lofti mansion cast beauti shadow fraud greed human life wast
Granth Sahib,"Without the Guru, intuitive wisdom does not come, and the filth of greed does not depart from within.",Without Guru intuitive wisdom come filth greed depart within,Without Guru intuitive wisdom come filth greed depart within,without guru intuit wisdom come filth greed depart within
Granth Sahib,"That virtuous person who does not walk in the way of greed, and who abides in Truth, is accepted and famous.",virtuous person walk way greed abides Truth accepted famous,virtuous person walk way greed abide Truth accept famous,virtuous person walk way greed abid truth accept famous
Granth Sahib,"This mind wanders around, driven by greed, totally attached to greed.",mind wanders around driven greed totally attached greed,mind wander around drive greed totally attach greed,mind wander around drive greed total attach greed
Granth Sahib,"You Yourself created all; You Yourself delegate the tasks. You Yourself are pleased, beholding Your Own Glorious Greatness.",created delegate tasks pleased beholding Glorious Greatness,create delegate task please behold Glorious Greatness,creat deleg task pleas behold glorious great
Granth Sahib,"What good is worldly greatness? All the pleasures of Maya are tasteless and insipid. In the end, they shall all fade away.",good worldly greatness pleasures Maya tasteless insipid end shall fade away,good worldly greatness pleasure Maya tasteless insipid end shall fade away,good world great pleasur maya tasteless insipid end shall fade away
Granth Sahib,"The Guru is the ocean, and all His Teachings are the river. Bathing within it, glorious greatness is obtained.",Guru ocean Teachings river Bathing within glorious greatness obtained,Guru ocean Teachings river Bathing within glorious greatness obtain,guru ocean teach river bath within glorious great obtain
Granth Sahib,"Gaze upon the glorious greatness of this wealth, and your nights and days will pass, imbued with celestial peace.",Gaze upon glorious greatness wealth nights days pass imbued celestial peace,Gaze upon glorious greatness wealth night day pas imbue celestial peace,gaze upon glorious great wealth night day pas imbu celesti peac
Granth Sahib,"There, where greatness, eternal peace and everlasting joy are bestowed, the faces of those whose minds are attuned to the True Name are anointed with the Mark of Grace. If one receives God's Grace, then such honors are received, and not by mere words.",greatness eternal peace everlasting joy bestowed faces whose minds attuned True Name anointed Mark Grace one receives God Grace honors received mere words,greatness eternal peace everlasting joy bestow face whose mind attune True Name anoint Mark Grace one receive God Grace honor receive mere word,great etern peac everlast joy bestow face whose mind attun true name anoint mark grace one receiv god grace honor receiv mere word
Granth Sahib,"Through goodness and truth, the dead establish a bond with the living. Such are the bonds which prevail in the world.",goodness truth dead establish bond living bonds prevail world,goodness truth dead establish bond live bond prevail world,good truth dead establish bond live bond prevail world
Granth Sahib,You are so Great - all Greatness flows from You. You are So Good - Goodness radiates from You. You are True - all that flows from You is True. Nothing at all is false.,Great Greatness flows Good Goodness radiates True flows True Nothing false,Great Greatness flow Good Goodness radiate True flow True Nothing false,great great flow good good radiat true flow true noth fals
Granth Sahib,"You are me, and I am You - what is the difference between us? We are like gold and the bracelet, or water and the waves.",difference us like gold bracelet water waves,difference u like gold bracelet water wave,differ u like gold bracelet water wave
Granth Sahib,The soul of the man is lured by gold and women; emotional attachment to Maya is so sweet to him.,soul man lured gold women emotional attachment Maya sweet,soul man lure gold woman emotional attachment Maya sweet,soul man lure gold woman emot attach maya sweet
Granth Sahib,"I may make a cave, in a mountain of gold, or in the water of the nether regions; I may remain standing on my head, upside-down, on the earth or up in the sky; I may totally cover my body with clothes, and wash them continually; I may shout out loud, the white, red, yellow and black Vedas; I may even live in dirt and filth. And yet, all this is just a product of evil-mindedness, and intellectual corruption. I was not, I am not, and I will never be anything at all!",may make cave mountain gold water nether regions may remain standing head upside earth sky may totally cover body clothes wash continually may shout loud white red yellow black Vedas may even live dirt filth yet product evil mindedness intellectual corruption never anything,may make cave mountain gold water nether region may remain stand head upside earth sky may totally cover body clothe wash continually may shout loud white red yellow black Vedas may even live dirt filth yet product evil mindedness intellectual corruption never anything,may make cave mountain gold water nether region may remain stand head upsid earth sky may total cover bodi cloth wash continu may shout loud white red yellow black veda may even live dirt filth yet product evil minded intellectu corrupt never anyth
